ID_SITE	DATE	Season	Hour	Tide_Coefficient	Tide	PROF_TEXT	PROF_NUM	SiteName	gpsLat*	gpsLong*	SPM	qSPM	CHLA	qCHLA	POC	PON	C/N
15	29/10/2010	fall	09:20:00	56	PM	S	1	Bouee.13	44.6333	-1.23333	3	2	2.48	2	330	55.393	5.957431444
15	17/11/2010	fall	12:58:00	51	PM	S	1	Bouee.13	44.6333	-1.23333	3.65	2	2.14	2	290	45.731	6.341431414
15	01/12/2010	fall	11:50:00	62	PM	S	1	Bouee.13	44.6333	-1.23333	2.6	2	1.13	2	185	23.545	7.857294542
15	16/12/2010	fall	12:15:00	38	PM	S	1	Bouee.13	44.6333	-1.23333	3.5	2	1.5	2	370	38.85	9.523809524
15	13/01/2011	winter	09:40:00	38	PM	S	1	Bouee.13	44.6333	-1.23333	4.1	2	3.18	2	335	115.389	2.903223011
15	27/01/2011	winter	09:34:00	56	PM	S	1	Bouee.13	44.6333	-1.23333	2.6	2	2.17	2	230	40.889	5.624984715
15	11/02/2011	winter	08:50:00	43	PM	S	1	Bouee.13	44.6333	-1.23333	3.7	2	6.76	2	350	71.65	4.884856943
15	14/03/2011	winter	10:37:00	34	PM	S	1	Bouee.13	44.6333	-1.23333	2.9	2	2.42	2	290	64.327	4.508215835
15	28/03/2011	spring	11:44:00	37	PM	S	1	Bouee.13	44.6333	-1.23333	1.9	2	2.06	2	280	52.5	5.333333333
15	12/04/2011	spring	10:34:00	40	PM	S	1	Bouee.13	44.6333	-1.23333	2.8	2	1.17	2	425	85.844	4.950841061
15	26/04/2011	spring	11:02:00	38	PM	S	1	Bouee.13	44.6333	-1.23333	2.3	2	0.77	2	260	43.51	5.975637784
15	10/05/2011	spring	08:52:00	53	PM	S	1	Bouee.13	44.6333	-1.23333	2.3	2	1.43	6	255	43.302	5.888873493
15	24/05/2011	spring	08:50:00	49	PM	S	1	Bouee.13	44.6333	-1.23333	2.2	2	2.91	6	410	72.438	5.660012701
15	09/06/2011	spring	09:35:00	61	PM	S	1	Bouee.13	44.6333	-1.23333	3.7	2	2.07	3	590	95.92	6.150959133
15	23/06/2011	summer	09:33:00	48	PM	S	1	Bouee.13	44.6333	-1.23333	1.6	2	0.55	3	240	45.149	5.315732353
15	08/07/2011	summer	08:50:00	68	PM	S	1	Bouee.13	44.6333	-1.23333	2.1	2	0.45	6	470	88.231	5.32692591
15	25/07/2011	summer	11:13:00	34	PM	S	1	Bouee.13	44.6333	-1.23333	1.5	2	1.7	2	280	59.02	4.744154524
15	08/08/2011	summer	11:00:00	48	PM	S	1	Bouee.13	44.6333	-1.23333	2.7	2	2.68	6	365	70.459	5.180317632
15	22/08/2011	fall	08:47:00	37	PM	S	1	Bouee.13	44.6333	-1.23333	2.3	2	1.38	2	280	63.593	4.40300033
15	06/09/2011	summer	10:44:00	45	PM	S	1	Bouee.13	44.6333	-1.23333	2.1	2	2.82	2	365	77.235	4.725836732
15	04/10/2011	fall	09:10:00	48	PM	S	1	Bouee.13	44.6333	-1.23333	2.7	2	2.27	2	458	999999	0.000458
15	20/10/2011	fall	09:02:00	38	PM	S	1	Bouee.13	44.6333	-1.23333	3.7	2	3.65	2	345	59.211	5.826620054
15	03/11/2011	fall	09:53:00	42	PM	S	1	Bouee.13	44.6333	-1.23333	2.3	2	1.64	2	275	47.513	5.78788963
15	18/11/2011	fall	08:35:00	49	PM	S	1	Bouee.13	44.6333	-1.23333	1.4	2	1.05	2	202	33.855	5.96662236
15	02/12/2011	winter	09:01:00	48	PM	S	1	Bouee.13	44.6333	-1.23333	1.4	2	1.83	2	139	25.616	5.426296065
15	06/01/2012	winter	14:10:00	55	PM	S	1	Bouee.13	44.6333	-1.23333	20.42	2	1.85	2	870	131	6.641221374
15	17/01/2012	winter	10:05:00	57	PM	S	1	Bouee.13	44.6333	-1.23333	7.36	2	1.75	2	338	64	5.28125
15	02/02/2012	winter	11:44:00	30	PM	S	1	Bouee.13	44.6333	-1.23333	5.52	2	4.21	2	327	54	6.055555556
15	16/02/2012	winter	10:45:00	46	PM	S	1	Bouee.13	44.6333	-1.23333	2.35	2	4.3	2	603	112	5.383928571
15	01/03/2012	winter	09:10:00	35	PM	S	1	Bouee.13	44.6333	-1.23333	2.92	2	1.66	2	254	49	5.183673469
15	16/03/2012	winter	10:35:00	44	PM	S	1	Bouee.13	44.6333	-1.23333	7.39	2	1.16	2	618	141	4.382978723
15	30/03/2012	spring	08:30:00	40	PM	S	1	Bouee.13	44.6333	-1.23333	4.52	2	2.72	2	486	96	5.0625
15	13/04/2012	spring	09:19:00	55	PM	S	1	Bouee.13	44.6333	-1.23333	4.54	2	2.01	2	670	112	5.982142857
15	27/04/2012	spring	07:38:00	56	PM	S	1	Bouee.13	44.6333	-1.23333	3.99	2	1.98	2	310	58	5.344827586
15	14/05/2012	spring	11:10:00	48	PM	S	1	Bouee.13	44.6333	-1.23333	2.28	2	2.87	2	390	70	5.571428571
15	29/05/2012	spring	10:03:00	51	PM	S	1	Bouee.13	44.6333	-1.23333	2.625	2	1.64	2	361	70	5.157142857
15	11/06/2012	spring	08:59:00	56	PM	S	1	Bouee.13	44.6333	-1.23333	3.96	2	1.23	2	368	76	4.842105263
15	28/06/2012	spring	10:52:00	58	PM	S	1	Bouee.13	44.6333	-1.23333	1.59	4	1.59	2	390	69	5.652173913
15	12/07/2012	summer	10:22:00	41	PM	S	1	Bouee.13	44.6333	-1.23333	2.37	2	1.18	2	242	52	4.653846154
15	27/07/2012	summer	09:47:00	57	PM	S	1	Bouee.13	44.6333	-1.23333	1.89	2	1.21	2	355	59	6.016949153
15	10/08/2012	summer	09:24:00	39	PM	S	1	Bouee.13	44.6333	-1.23333	2.07	2	1.3	2	321	61	5.262295082
15	27/08/2012	summer	12:30:00	53	PM	S	1	Bouee.13	44.6333	-1.23333	4.4	2	1.21	2	362	55	6.581818182
15	07/09/2012	summer	07:47:00	46	PM	S	1	Bouee.13	44.6333	-1.23333	4.07	2	1.58	2	311	54	5.759259259
15	25/09/2012	summer	10:44:00	52	PM	S	1	Bouee.13	44.6333	-1.23333	4.93	2	1.53	2	334	58	5.75862069
15	09/10/2012	fall	09:50:00	30	PM	S	1	Bouee.13	44.6333	-1.23333	2.11	2	2.58	2	348	52	6.692307692
15	23/10/2012	fall	10:17:00	48	PM	S	1	Bouee.13	44.6333	-1.23333	3.19	2	1.21	2	252	43	5.860465116
15	08/11/2012	fall	10:34:00	39	PM	S	1	Bouee.13	44.6333	-1.23333	2.97	2	2.46	2	220	38	5.789473684
15	21/11/2012	fall	09:44:00	51	PM	S	1	Bouee.13	44.6333	-1.23333	3.3	2	2.62	2	247	44	5.613636364
15	06/12/2012	fall	08:30:00	49	PM	S	1	Bouee.13	44.6333	-1.23333	13.03	2	2.43	2	599	95	6.305263158
15	20/12/2012	fall	08:50:00	55	PM	S	1	Bouee.13	44.6333	-1.23333	4.87	2	0.99	2	231	40	5.775
15	08/01/2013	winter	12:34:00	62	PM	S	1	Bouee.13	44.6333	-1.23333	3.73	2	1.43	2	319	49	6.510204082
15	23/01/2013	winter	13:42:00	49	PM	S	1	Bouee.13	44.6333	-1.23333	4.03	2	1.19	2	326	39	8.358974359
15	07/02/2013	winter	13:57:00	68	PM	S	1	Bouee.13	44.6333	-1.23333	16.1	2	3.45	2	1325	199	6.658291457
15	18/02/2013	winter	08:50:00	37	PM	S	1	Bouee.13	44.6333	-1.23333	2.92	2	1.65	2	627	97	6.463917526
15	07/03/2013	winter	11:45:00	52	PM	S	1	Bouee.13	44.6333	-1.23333	4.08	2	3.48	2	373	66	5.651515152
15	21/03/2013	winter	11:05:00	30	PM	S	1	Bouee.13	44.6333	-1.23333	3.26	2	3.14	3	347	61	5.68852459
15	04/04/2013	spring	10:40:00	51	PM	S	1	Bouee.13	44.6333	-1.23333	3.295	2	2.28	2	363	69	5.260869565
15	16/04/2013	spring	07:13:00	57	PM	S	1	Bouee.13	44.6333	-1.23333	3.295	2	1.62	2	357	49	7.285714286
15	03/05/2013	spring	10:08:00	54	PM	S	1	Bouee.13	44.6333	-1.23333	3.255	2	2.71	3	382	63	6.063492063
15	17/05/2013	spring	08:20:00	46	PM	S	1	Bouee.13	44.6333	-1.23333	2.91	2	2.89	2	427	66	6.46969697
15	31/05/2013	spring	08:53:00	67	PM	S	1	Bouee.13	44.6333	-1.23333	2.9	2	2.89	2	478	86	5.558139535
15	17/06/2013	spring	09:23:00	49	PM	S	1	Bouee.13	44.6333	-1.23333	4.425	2	2.28	2	430	84	5.119047619
15	01/07/2013	summer	10:01:00	51	PM	S	1	Bouee.13	44.6333	-1.23333	2.31	2	1.2	2	363	69	5.260869565
15	16/07/2013	summer	09:23:00	55	PM	S	1	Bouee.13	44.6333	-1.23333	1.44	2	1.74	2	345	56	6.160714286
15	30/07/2013	summer	09:15:00	48	PM	S	1	Bouee.13	44.6333	-1.23333	1.595	2	0.48	2	157	29	5.413793103
15	14/08/2013	summer	08:22:00	59	PM	S	1	Bouee.13	44.6333	-1.23333	2.16	2	1.25	2	147	25	5.88
15	29/08/2013	summer	09:10:00	34	PM	S	1	Bouee.13	44.6333	-1.23333	1.865	2	1.02	2	370	104	3.557692308
15	13/09/2013	summer	09:45:00	50	PM	S	1	Bouee.13	44.6333	-1.23333	3.845	2	1.16	2	236	34	6.941176471
15	24/09/2013	fall	06:27:00	75	PM	S	1	Bouee.13	44.6333	-1.23333	1.6	2	1.29	2	166	33	5.03030303
15	14/10/2013	fall	12:25:00	57	PM	S	1	Bouee.13	44.6333	-1.23333	3.25	2	1.1	2	177	33	5.363636364
15	12/11/2013	fall	10:01:00	57	PM	S	1	Bouee.13	44.6333	-1.23333	8.93	2	1.39	2	498	75	6.64
15	26/11/2013	fall	09:35:00	38	PM	S	1	Bouee.13	44.6333	-1.23333	11.1	2	0.37	2	417	57	7.315789474
15	10/12/2013	winter	09:41:00	58	PM	S	1	Bouee.13	44.6333	-1.23333	6.96	2	1.83	2	259.9	54.4	4.777573529
15	09/01/2014	winter	10:02:00	50	PM	S	1	Bouee.13	44.6333	-1.23333	3.69	2	0.65	2	346.7	80.1	4.328339576
15	24/01/2014	winter	09:00:00	51	PM	S	1	Bouee.13	44.6333	-1.23333	7.41	2	1	2	408.3	69.7	5.857962697
15	25/02/2014	winter	12:14:00	54	PM	S	1	Bouee.13	44.6333	-1.23333	2.06	2	1.23	2	294.4	61.6	4.779220779
15	11/03/2014	winter	12:26:00	38	PM	S	1	Bouee.13	44.6333	-1.23333	3.48	2	4.27	2	374.7	58.9	6.361629881
15	24/03/2014	spring	09:06:00	51	PM	S	1	Bouee.13	44.6333	-1.23333	15.74	2	7.13	2	903	142	6.35915493
15	07/04/2014	spring	09:01:00	38	PM	S	1	Bouee.13	44.6333	-1.23333	2.18	2	3.05	2	115	28	4.107142857
15	22/04/2014	spring	08:50:00	56	PM	S	1	Bouee.13	44.6333	-1.23333	2.05	2	2.72	2	563	95	5.926315789
15	05/05/2014	spring	07:31:00	54	PM	S	1	Bouee.13	44.6333	-1.23333	3.26	2	1.99	2	478	79	6.050632911
15	04/06/2014	spring	09:03:00	46	PM	S	1	Bouee.13	44.6333	-1.23333	5.16	2	2.15	2	510	75	6.8
15	20/06/2014	spring	09:32:00	64	PM	S	1	Bouee.13	44.6333	-1.23333	0.615	2	1.54	2	255	126	2.023809524
15	04/07/2014	summer	07:50:00	55	PM	S	1	Bouee.13	44.6333	-1.23333	1.2	2	0.97	2	293	48	6.104166667
15	21/07/2014	summer	11:25:00	50	PM	S	1	Bouee.13	44.6333	-1.23333	3.365	2	1.43	2	272.53	55.73	4.89018482
15	01/08/2014	summer	06:49:00	70	PM	S	1	Bouee.13	44.6333	-1.23333	1.85	2	0.52	2	207.45	44.58	4.653432032
15	18/08/2014	summer	09:35:00	48	PM	S	1	Bouee.13	44.6333	-1.23333	1.22	2	0.64	2	196.35	36.3	5.409090909
15	29/08/2014	summer	05:59:00	80	PM	S	1	Bouee.13	44.6333	-1.23333	4.005	2	1.19	2	473.76	103.61	4.572531609
15	16/09/2014	summer	08:59:00	44	PM	S	1	Bouee.13	44.6333	-1.23333	1.92	2	3.02	2	315.86	61.57	5.130095826
15	01/10/2014	fall	08:18:00	53	PM	S	1	Bouee.13	44.6333	-1.23333	2.09	2	1.72	2	362.99	77.32	4.694645629
15	14/10/2014	fall	07:27:00	59	PM	S	1	Bouee.13	44.6333	-1.23333	2.61	2	1.53	2	271.33	51.38	5.280848579
15	29/10/2014	fall	07:15:00	69	PM	S	1	Bouee.13	44.6333	-1.23333	2.72	2	1.66	2	231	41	5.634146341
15	17/11/2014	fall	11:43:00	43	PM	S	1	Bouee.13	44.6333	-1.23333	7.52	2	1.2	2	394	53	7.433962264
15	01/12/2014	fall	11:45:00	59	PM	S	1	Bouee.13	44.6333	-1.23333	10.62	2	1.16	2	488	66	7.393939394
15	18/12/2014	fall	13:06:00	55	PM	S	1	Bouee.13	44.6333	-1.23333	2.61	2	1.38	2	232	31	7.483870968
15	12/01/2015	winter	07:58:00	53	PM	S	1	Bouee.13	44.6333	-1.23333	7.28	2	1.4	2	351	41	8.56097561
15	27/01/2015	winter	09:08:00	65	PM	S	1	Bouee.13	44.6333	-1.23333	3.91	2	1.43	2	215	26	8.269230769
15	10/02/2015	winter	07:11:00	63	PM	S	1	Bouee.13	44.6333	-1.23333	8.05	2	1.37	2	514	63	8.158730159
15	26/02/2015	winter	09:55:00	49	PM	S	1	Bouee.13	44.6333	-1.23333	27.6	2	2.43	2	561	81	6.925925926
15	13/03/2015	winter	08:42:00	50	PM	S	1	Bouee.13	44.6333	-1.23333	3.9	2	1.68	2	553	71	7.788732394
15	26/03/2015	spring	08:15:00	64	PM	S	1	Bouee.13	44.6333	-1.23333	17.8	2	1.68	2	590	92	6.413043478
15	10/04/2015	spring	07:18:00	65	PM	S	1	Bouee.13	44.6333	-1.23333	4.005	2	2.59	2	484	83	5.831325301
15	24/04/2015	spring	07:15:00	64	PM	S	1	Bouee.13	44.6333	-1.23333	2.305	2	3.48	2	507	79	6.417721519
15	11/05/2015	spring	08:48:00	56	PM	S	1	Bouee.13	44.6333	-1.23333	3.255	2	2.45	2	450	75	6
15	29/05/2015	spring	12:35:00	53	PM	S	1	Bouee.13	44.6333	-1.23333	2.625	2	2.87	2	510	87	5.862068966
15	09/06/2015	spring	08:50:00	66	PM	S	1	Bouee.13	44.6333	-1.23333	4.21	2	3.17	2	582	96	6.0625
15	22/06/2015	summer	07:33:00	62	PM	S	1	Bouee.13	44.6333	-1.23333	3.255	2	1.84	2	490	84	5.833333333
15	09/07/2015	summer	09:19:00	66	PM	S	1	Bouee.13	44.6333	-1.23333	2.68	2	2.29	2	473	88	5.375
15	20/07/2015	summer	08:48:00	76	PM	S	1	Bouee.13	44.6333	-1.23333	1.905	2	3.88	2	443	86	5.151162791
15	07/08/2015	summer	10:16:00	65	PM	S	1	Bouee.13	44.6333	-1.23333	2.407	2	1.87	2	361	72	5.013888889
15	20/08/2015	summer	06:49:00	67	PM	S	1	Bouee.13	44.6333	-1.23333	1.2	2	1.1	2	267	56	4.767857143
15	08/09/2015	summer	12:01:00	47	PM	S	1	Bouee.13	44.6333	-1.23333	1.685	2	2.2	2	344	100	3.44
15	24/09/2015	fall	12:38:00	55	PM	S	1	Bouee.13	44.6333	-1.23333	2.245	2	1.32	2	393	14	28.07142857
15	08/10/2015	fall	12:51:00	53	PM	S	1	Bouee.13	44.6333	-1.23333	1.85	2	1.65	2	392	3	130.6666667
15	02/11/2015	fall	07:26:00	61	PM	S	1	Bouee.13	44.6333	-1.23333	3.85	2	1.72	2	298	28	10.64285714
15	19/11/2015	fall	09:14:00	50	PM	S	1	Bouee.13	44.6333	-1.23333	3.395	2	1.39	2	236.696	31.894	7.421333166
15	01/12/2015	fall	07:19:00	85	PM	S	1	Bouee.13	44.6333	-1.23333	12.3	2	0.51	2	192.784	26.341	7.318780608
15	18/12/2015	winter	08:53:00	62	PM	S	1	Bouee.13	44.6333	-1.23333	3.18	2	1.42	2	256.491	41.135	6.235347028
15	18/01/2016	winter	10:47:00	57	PM	S	1	Bouee.13	44.6333	-1.23333	6.48	2	1.63	2	387.376	44.852	8.636760903
15	29/01/2016	winter	07:15:00	71	PM	S	1	Bouee.13	44.6333	-1.23333	5.1	2	3.37	2	204.807	33.45	6.122780269
15	16/02/2016	winter	10:26:00	53	PM	S	1	Bouee.13	44.6333	-1.23333	27.85	2	2.55	2	1011.703	99.491	10.16878914
15	01/03/2016	winter	08:18:00	47	PM	S	1	Bouee.13	44.6333	-1.23333	15.213	2	2.31	2	647.84	68.967	9.39347804
15	15/03/2016	winter	08:30:00	66	PM	S	1	Bouee.13	44.6333	-1.23333	9.215	2	0.61	2	445.921	61.008	7.309221741
15	29/03/2016	spring	06:50:00	63	PM	S	1	Bouee.13	44.6333	-1.23333	6.1	2	3.83	2	445.921	61.008	7.309221741
15	13/04/2016	spring	08:40:00	65	PM	S	1	Bouee.13	44.6333	-1.23333	4.46	2	1.97	2	254.481	40.361	6.30512128
15	29/04/2016	spring	08:22:00	49	PM	S	1	Bouee.13	44.6333	-1.23333	3.68	2	5.72	2	445.921	61.008	7.309221741
15	13/05/2016	spring	08:36:00	53	PM	S	1	Bouee.13	44.6333	-1.23333	2.12	2	2.46	2	348.068	56.429	6.168246823
15	30/05/2016	spring	10:20:00	53	PM	S	1	Bouee.13	44.6333	-1.23333	2.735	2	2.65	2	440.234	57.829	7.612685677
15	10/06/2016	spring	07:21:00	70	PM	S	1	Bouee.13	44.6333	-1.23333	1.945	2	1.51	2	274.596	35.326	7.773198211
15	28/06/2016	summer	10:00:00	60	PM	S	1	Bouee.13	44.6333	-1.23333	4.725	2	1.37	2	313.519	39.33	7.971497585
15	11/07/2016	summer	08:06:00	54	PM	S	1	Bouee.13	44.6333	-1.23333	2.665	2	1.88	2	538.634	69.318	7.770478086
15	27/07/2016	summer	09:23:00	64	PM	S	1	Bouee.13	44.6333	-1.23333	2.647	2	2.03	2	334.977	75.025	4.464871709
15	09/08/2016	summer	08:09:00	59	PM	S	1	Bouee.13	44.6333	-1.23333	3.707	2	1.71	2	434.838	100.014	4.347771312
15	25/08/2016	summer	08:29:00	63	PM	S	1	Bouee.13	44.6333	-1.23333	2.385	2	1.83	2	395.743	63.488	6.233351184
15	08/09/2016	summer	06:52:00	51	PM	S	1	Bouee.13	44.6333	-1.23333	3.495	2	2.66	2	457.437	64.038	7.143211843
15	23/09/2016	fall	08:02:00	61	PM	S	1	Bouee.13	44.6333	-1.23333	4.165	2	1.67	2	298.104	40.766	7.312564392
15	10/11/2016	fall	12:01:00	55	PM	S	1	Bouee.13	44.6333	-1.23333	8.33	2	2.78	2	204.281	27.973	7.302791978
15	22/11/2016	fall	11:20:00	46	PM	S	1	Bouee.13	44.6333	-1.23333	10.175	2	1.76	2	457.719	46.846	9.770716817
15	08/12/2016	fall	10:40:00	49	PM	S	1	Bouee.13	44.6333	-1.23333	1.565	2	2.83	2	210.186	31.534	6.665377053
15	20/12/2016	winter	08:06:00	59	PM	S	1	Bouee.13	44.6333	-1.23333	6.46	2	1.56	2	398.211	44.437	8.961248509
15	05/01/2017	winter	09:35:00	61	PM	S	1	Bouee.13	44.6333	-1.23333	1.685	2	2.01	2	259.158	28.878	8.974236443
15	19/01/2017	winter	09:01:00	54	PM	S	1	Bouee.13	44.6333	-1.23333	17.481	2	0.56	2	472.804	47	10.05965957
15	06/02/2017	winter	11:30:00	54	PM	S	1	Bouee.13	44.6333	-1.23333	15	2	1.21	2	786.721	66.861	11.76651561
15	17/02/2017	winter	07:39:00	60	PM	S	1	Bouee.13	44.6333	-1.23333	6.385	2	1.96	2	411.639	43.088	9.553448756
15	24/03/2017	spring	13:15:00	54	PM	S	1	Bouee.13	44.6333	-1.23333	9.395	2	2.24	2	616.396	92.722	6.647785854
15	04/04/2017	spring	09:31:00	51	PM	S	1	Bouee.13	44.6333	-1.23333	5.915	2	1.91	2	356.467	50.078	7.118235553
15	18/04/2017	spring	07:39:00	45	PM	S	1	Bouee.13	44.6333	-1.23333	3.19	2	1.91	2	345.675	55.271	6.25418393
15	02/05/2017	spring	08:04:00	65	PM	S	1	Bouee.13	44.6333	-1.23333	6.94	2	3.13	2	397.568	64.763	6.138813829
15	18/05/2017	spring	08:00:00	45	PM	S	1	Bouee.13	44.6333	-1.23333	4.035	2	0.9	2	231.41	36.303	6.374404319
15	01/06/2017	spring	09:00:00	58	PM	S	1	Bouee.13	44.6333	-1.23333	3.48	2	1.6	2	312.942	39.997	7.82413681
15	15/06/2017	summer	07:09:00	61	PM	S	1	Bouee.13	44.6333	-1.23333	4.4	2	1.3	2	353.533	53.854	6.564656293
15	17/07/2017	summer	09:43:00	56	PM	S	1	Bouee.13	44.6333	-1.23333	1.435	2	1.47	2	243.688	35.482	6.867933036
15	31/07/2017	summer	09:31:00	44	PM	S	1	Bouee.13	44.6333	-1.23333	4.455	2	1.14	2	307.895	44.645	6.896516967
15	17/08/2017	summer	13:42:00	53	PM	S	1	Bouee.13	44.6333	-1.23333	2.02	2	0.8	3	142.872	17.495	8.166447556
15	28/08/2017	summer	09:34:00	56	PM	S	1	Bouee.13	44.6333	-1.23333	3.47	2	1.48	2	217.684	27.638	7.876257327
15	12/09/2017	summer	07:27:00	71	PM	S	1	Bouee.13	44.6333	-1.23333	6.66	2	1.22	2	387.964	53.985	7.186514773
15	27/09/2017	fall	09:44:00	45	PM	S	1	Bouee.13	44.6333	-1.23333	2.655	2	1.46	2	359.51	60.97	5.896506479
15	12/10/2017	fall	10:18:00	59	PM	S	1	Bouee.13	44.6333	-1.23333	3.58	2	1.42	2	260.749	47.8	5.455
15	26/10/2017	fall	07:23:00	49	PM	S	1	Bouee.13	44.6333	-1.23333	3.78	2	1.4	2	165.966	27.212	6.099000441
15	10/11/2017	fall	09:15:00	63	PM	S	1	Bouee.13	44.6333	-1.23333	8.85	2	3.05	2	448.486	71.033	6.313769656
15	24/11/2017	fall	06:52:00	56	PM	S	1	Bouee.13	44.6333	-1.23333	3.073	2	1.54	2	169.346	17.643	9.598480984
15	09/01/2018	winter	09:30:00	54	PM	S	1	Bouee.13	44.6333	-1.23333	2.895	2	0.85	2	168.463	17.246	9.768236113
15	25/01/2018	winter	09:01:00	52	PM	S	1	Bouee.13	44.6333	-1.23333	5.12	2	0.6	2	271.761	45.545	5.966867933
15	06/02/2018	winter	07:32:00	71	PM	S	1	Bouee.13	44.6333	-1.23333	19.44	2	1.16	2	559.782	71.099	7.873275292
15	23/02/2018	winter	08:46:00	57	PM	S	1	Bouee.13	44.6333	-1.23333	15.96	2	3.68	2	1005.474	143.629	7.000494329
15	08/03/2018	winter	07:38:00	58	PM	S	1	Bouee.13	44.6333	-1.23333	8.34	2	0.61	2	237.741	35.976	6.608322215
15	23/03/2018	spring	07:26:00	72	PM	S	1	Bouee.13	44.6333	-1.23333	5.69	2	1.3	2	347.842	47.232	7.364540989
15	06/04/2018	spring	06:56:00	60	PM	S	1	Bouee.13	44.6333	-1.23333	3.035	2	1.68	2	412.878	74.215	5.563268881
15	23/04/2018	spring	09:24:00	52	PM	S	1	Bouee.13	44.6333	-1.23333	5.535	2	1.83	2	387.304	54.157	7.151503961
15	04/05/2018	spring	06:03:00	72	PM	S	1	Bouee.13	44.6333	-1.23333	5.415	2	2.79	2	347.802	52.21	6.661597395
15	23/05/2018	spring	10:31:00	56	PM	S	1	Bouee.13	44.6333	-1.23333	5.255	2	1.02	2	316.427	53.292	5.937607896
15	04/06/2018	spring	07:01:00	56	PM	S	1	Bouee.13	44.6333	-1.23333	3.515	2	1.11	2	18314.98	63.035	290.5525502
15	03/07/2018	summer	06:27:00	64	PM	S	1	Bouee.13	44.6333	-1.23333	3.58	2	0.59	2	216.254	34.235	6.316751862
15	19/07/2018	summer	09:01:00	69	PM	S	1	Bouee.13	44.6333	-1.23333	1.54	2	0.85	2	435.686	69.024	6.312094344
15	02/08/2018	summer	07:06:00	69	PM	S	1	Bouee.13	44.6333	-1.23333	4.6	2	1.55	2	355.538	55.434	6.413717213
15	17/08/2018	summer	08:10:00	70	PM	S	1	Bouee.13	44.6333	-1.23333	3.56	2	0.72	2	230.008	27.249	8.440970311
15	03/09/2018	summer	08:59:00	51	PM	S	1	Bouee.13	44.6333	-1.23333	2.89	2	0.92	2	256.406	34.678	7.393909683
15	14/09/2018	summer	06:46:00	85	PM	S	1	Bouee.13	44.6333	-1.23333	2.37	2	1.71	2	271.675	40.444	6.717312828
15	03/10/2018	fall	09:42:00	44	PM	S	1	Bouee.13	44.6333	-1.23333	4.235	2	1.68	3	338.64	38.716	8.746771361
15	15/10/2018	fall	07:56:00	53	PM	S	1	Bouee.13	44.6333	-1.23333	1.6	2	1.3	2	264.819	44.748	5.918007509
15	30/10/2018	fall	07:23:00	67	PM	S	1	Bouee.13	44.6333	-1.23333	4.72	2	1.25	2	276.092	40.472	6.821802728
15	13/11/2018	fall	07:11:00	56	PM	S	1	Bouee.13	44.6333	-1.23333	3.685	2	1.16	2	265.836	38.682	6.872343726
15	29/11/2018	fall	08:33:00	64	PM	S	1	Bouee.13	44.6333	-1.23333	6.435	2	1.06	2	307.989	39.104	7.876150777
